2017,ICRA,"Distributed multi-robot coordination for dynamic perimeter surveillance in uncertain environments.",UFMG,Alexander Jahn; Reza Javanmard Alitappeh; David Saldana; Luciano C. A. Pimenta; Andre G. Santos; Mario F. M. Campos,https://doi.org/10.1109/ICRA.2017.7989035,null,C,no_arxiv
2017,IROS,"A decentralized algorithm for assembling structures with modular robots.",UFMG,David Saldana; Bruno Gabrich; Michael Whitzer; Amanda Prorok; Mario F. M. Campos; Mark Yim; Vijay Kumar 0001,https://doi.org/10.1109/IROS.2017.8206101,null,C,no_arxiv
2016,ICRA,"Dynamic perimeter surveillance with a team of robots.",UFMG,David Saldana; Reza Javanmard Alitappeh; Luciano C. A. Pimenta; Renato Assunção; Mario Fernando Montenegro Campos,https://doi.org/10.1109/ICRA.2016.7487740,null,C,no_arxiv
2016,ICRA,"Exploiting fully convolutional neural networks for fast road detection.",ICMC/USP,Caio César Teodoro Mendes; Vincent Frémont; Denis Fernando Wolf,https://doi.org/10.1109/ICRA.2016.7487486,null,C,no_arxiv
2016,ICRA,"Route planning for active classification with UAVs.",ICMC/USP,Kelen Cristiane Teixeira Vivaldini; Vitor Campanholo Guizilini; Matheus Della Croce Oliveira; Thiago H. Martinelli; Denis Fernando Wolf; Fabio Tozeto Ramos,https://doi.org/10.1109/ICRA.2016.7487412,null,C,no_arxiv
2016,ICRA,"Vision-based system for welding groove measurements for robotic welding applications.",UFRG,Bruno Quaresma Leonardo; Cristiano Rafael Steffens; Sidnei Carlos da Silva Filho; Jusoan Lang Mor; Valquiria Huttner; Eduardo do Amaral Leivas; Vagner Santos Da Rosa; Silvia Silva da Costa Botelho,https://doi.org/10.1109/ICRA.2016.7487785,null,C,no_arxiv
2016,IROS,"Long-term place recognition using multi-level words of spatial densities.",UFRGS,Renan Maffei; Vitor A. M. Jorge; Vitor F. Rey; Mariana Luderitz Kolberg; Edson Prestes,https://doi.org/10.1109/IROS.2016.7759504,null,C,no_arxiv
2016,IROS,"Real-time monocular obstacle avoidance using Underwater Dark Channel Prior.",UFMG; UFRG,Paulo Drews Jr.; Emili Hernández; Alberto Elfes; Erickson R. Nascimento; Mario Fernando Montenegro Campos,https://doi.org/10.1109/IROS.2016.7759687,null,C,no_arxiv
2016,IROS,"Visibility maps for any-shape robots.",UFPB,Tiago Pereira do Nascimento; Manuela M. Veloso; António Paulo Moreira,https://doi.org/10.1109/IROS.2016.7759619,null,C,no_arxiv
2015,ICRA,"A distributed multi-robot approach for the detection and tracking of multiple dynamic anomalies.",UFMG,David Saldana; Renato Assunção; Mario Fernando Montenegro Campos,https://doi.org/10.1109/ICRA.2015.7139353,null,C,no_arxiv
2015,ICRA,"Attitude control for an Hybrid Unmanned Aerial Underwater Vehicle: A robust switched strategy with global stability.",UFMG; UFRG,Armando Alves Neto; Leonardo A. Mozelli; Paulo Lilles Jorge Drews Junior; Mario Fernando Montenegro Campos,https://doi.org/10.1109/ICRA.2015.7139029,null,C,no_arxiv
2015,ICRA,"Attitude of quadrotor-like vehicles: Fuzzy modeling and control with prescribed rate of convergence.",UFMG,Leonardo Amaral Mozelli; Armando Alves Neto; Mario Fernando Montenegro Campos,https://doi.org/10.1109/ICRA.2015.7139418,null,C,no_arxiv
2015,ICRA,"Automatic detection of Ceratocystis wilt in Eucalyptus crops from aerial images.",ICMC/USP; UFU,Jefferson R. Souza; Caio César Teodoro Mendes; Vitor Campanholo Guizilini; Kelen Cristiane Teixeira Vivaldini; Adimara Colturato; Fabio Tozeto Ramos; Denis Fernando Wolf,https://doi.org/10.1109/ICRA.2015.7139675,null,C,no_arxiv
2015,ICRA,"Fast Monte Carlo Localization using spatial density information.",UFRGS,Renan Maffei; Vitor A. M. Jorge; Vitor F. Rey; Mariana Luderitz Kolberg; Edson Prestes e Silva Jr.,https://doi.org/10.1109/ICRA.2015.7140091,null,C,no_arxiv
2015,ICRA,"Ouroboros: Using potential field in unexplored regions to close loops.",UFRGS,Vitor A. M. Jorge; Renan Maffei; Guilherme S. Franco; Jessica Daltrozo; Mariane Giambastiani; Mariana Luderitz Kolberg; Edson Prestes,https://doi.org/10.1109/ICRA.2015.7139479,null,C,no_arxiv
2015,IROS,"3D path planning with continuous bounded curvature and pitch angle profiles using 7th order curves.",UFMG,Armando Alves Neto; Douglas Guimarães Macharet; Mario Fernando Montenegro Campos,https://doi.org/10.1109/IROS.2015.7354069,null,C,no_arxiv
2015,IROS,"Automatic restoration of underwater monocular sequences of images.",UFMG; UFRG,Paulo Drews Jr.; Erickson R. Nascimento; Mario F. M. Campos; Alberto Elfes,https://doi.org/10.1109/IROS.2015.7353501,null,C,no_arxiv
2015,IROS,"Dynamic Bandwidth Management Library for multi-robot systems.",UNIFEI,Ricardo E. Julio; Guilherme Sousa Bastos,https://doi.org/10.1109/IROS.2015.7353729,null,C,no_arxiv
2015,IROS,"Using n-grams of spatial densities to construct maps.",UFRGS,Renan Maffei; Vitor A. M. Jorge; Vitor F. Rey; Guilherme S. Franco; Mariane Giambastiani; Jessica Barbosa; Mariana Luderitz Kolberg; Edson Prestes,https://doi.org/10.1109/IROS.2015.7353918,null,C,no_arxiv
2014,ICRA,"Bayesian optimisation for active perception and smooth navigation.",ICMC/USP; UFU,Jefferson R. Souza; Román Marchant; Lionel Ott; Denis Fernando Wolf; Fabio Ramos,https://doi.org/10.1109/ICRA.2014.6907452,null,C,no_arxiv
