2025,Supercomputing,"MAPER: mobility-aware energy-efficient container registry migrations for edge computing infrastructures.",Daniel Chaves Temp; Alexandre A. F. da Costa; Ângelo Nery Crestani Vieira; Ester S. Oribes; Ivan M. Lopes; Paulo Silas Severo de Souza; Marcelo Caggiani Luizelli; Arthur Francisco Lorenzon; Fábio D. Rossi,https://doi.org/10.1007/s11227-024-06516-9,null,J,no_arxiv,0
2024,J. Parallel Distrib. Comput.,"HBPB, applying reuse distance to improve cache efficiency proactively.",Arthur M. Krause; Paulo C. Santos 0001; Arthur Francisco Lorenzon; Philippe O. A. Navaux,https://doi.org/10.1016/j.jpdc.2024.104919,null,J,no_arxiv,0
2024,Supercomputing,"Allok: a machine learning approach for efficient graph execution on CPU-GPU clusters.",Marcelo K. Moori; Hiago Mayk G. de A. Rocha; Arthur Francisco Lorenzon; Antonio C. S. Beck,https://doi.org/10.1007/s11227-024-06079-9,null,J,no_arxiv,0
2024,IEEE TPDS,"Synergistically Rebalancing the EDP of Container-Based Parallel Applications.",Vinicius S. da Silva; Everton Camargo de Lima; Janaina Schwarzrock; Fábio D. Rossi; Marcelo Caggiani Luizelli; Antonio Carlos Schneider Beck; Arthur Francisco Lorenzon,https://doi.org/10.1109/TPDS.2024.3357353,top,J,no_arxiv,0
2024,PDP,"BTO, Block and Thread Optimization of GPU Kernels on Geophysical Exploration.",Brenda S. Schussler; Pedro H. C. Rigon; Arthur Francisco Lorenzon; Philippe O. A. Navaux,https://doi.org/10.1109/PDP62718.2024.00011,null,C,no_arxiv,0
2023,PDP,"Automatic CPU-GPU Allocation for Graph Execution.",Marcelo K. Moori; Hiago Mayk G. de A. Rocha; Matheus A. Silva; Janaina Schwarzrock; Arthur Francisco Lorenzon; Antonio Carlos Schneider Beck,https://doi.org/10.1109/PDP59025.2023.00013,null,C,no_arxiv,0
2022,ICS,"Seamless optimization of the GEMM kernel for task-based programming models.",Arthur Francisco Lorenzon; Sandro Matheus V. N. Marques; Antoni C. Navarro; Vicenç Beltran 0001,https://doi.org/10.1145/3524059.3532385,null,C,no_arxiv,0
2021,J. Parallel Distrib. Comput.,"Mitigating the processor aging through dynamic concurrency throttling.",Thiarles S. Medeiros; Luan Pereira; Fábio Diniz Rossi; Marcelo Caggiani Luizelli; Antonio Carlos Schneider Beck; Arthur Francisco Lorenzon,https://doi.org/10.1016/j.jpdc.2021.05.006,null,J,no_arxiv,0
2021,IEEE TPDS,"A Runtime and Non-Intrusive Approach to Optimize EDP by Tuning Threads and CPU Frequency for OpenMP Applications.",Janaina Schwarzrock; Charles Cardoso De Oliveira; Marcus Ritt; Arthur Francisco Lorenzon; Antonio Carlos Schneider Beck,https://doi.org/10.1109/TPDS.2020.3046537,top,J,no_arxiv,0
2021,ICPP,"Combining Dynamic Concurrency Throttling with Voltage and Frequency Scaling on Task-based Programming Models.",Antoni Navarro Muñoz; Arthur Francisco Lorenzon; Eduard Ayguadé Parra; Vicenç Beltran Querol,https://doi.org/10.1145/3472456.3472471,null,C,no_arxiv,0
2021,PDP,"Optimizing Parallel Applications via Dynamic Concurrency Throttling and Turbo Boosting.",Sandro M. Marques; Thiarles S. Medeiros; Matheus S. Serpa; Fábio D. Rossi; Marcelo Caggiani Luizelli; Philippe O. A. Navaux; Antonio Carlos Schneider Beck; Arthur Francisco Lorenzon,https://doi.org/10.1109/PDP52278.2021.00032,null,C,no_arxiv,0
2021,PDP,"Boosting Graph Analytics by Tuning Threads and Data Affinity on NUMA Systems.",Hiago Mayk G. de A. Rocha; Janaina Schwarzrock; Arthur Francisco Lorenzon; Antonio Carlos Schneider Beck,https://doi.org/10.1109/PDP52278.2021.00033,null,C,no_arxiv,0
2020,Euro-Par,"Enhancing Resource Management Through Prediction-Based Policies.",Antoni C. Navarro; Arthur Francisco Lorenzon; Eduard Ayguadé; Vicenç Beltran 0001,https://doi.org/10.1007/978-3-030-57675-2_31,null,C,no_arxiv,0
2020,PDP,"Decreasing the Learning Cost of Offline Parallel Application Optimization Strategies.",Gustavo Berned; Fábio Diniz Rossi; Marcelo Caggiani Luizelli; Antonio Carlos Schneider Beck; Arthur Francisco Lorenzon,https://doi.org/10.1109/PDP50117.2020.00028,null,C,no_arxiv,0
2023,Concurr. & Computation,"Mitigating execution unit contention in parallel applications using instruction-aware mapping.",Matheus S. Serpa; Eduardo H. M. Cruz; Matthias Diener; Arthur Francisco Lorenzon; Antonio C. S. Beck; Philippe O. A. Navaux,https://doi.org/10.1002/cpe.6819,null,J,no_arxiv,0
2023,Concurr. & Computation,"Smart resource allocation of concurrent execution of parallel applications.",Vinicius S. da Silva; Angelo Gaspar Diniz Nogueira; Everton Camargo de Lima; Hiago Mayk G. de A. Rocha; Matheus S. Serpa; Marcelo Caggiani Luizelli; Fábio D. Rossi; Philippe O. A. Navaux; Antonio Carlos Schneider Beck; Arthur Francisco Lorenzon,https://doi.org/10.1002/cpe.6600,null,J,no_arxiv,0
2023,Concurr. & Computation,"Improving the efficiency of graph algorithm executions on high-performance computing.",Marcelo K. Moori; Hiago Mayk G. de A. Rocha; Janaina Schwarzrock; Arthur Francisco Lorenzon; Antonio Carlos Schneider Beck,https://doi.org/10.1002/cpe.7419,null,J,no_arxiv,0
2022,DAC,"Using machine learning to optimize graph execution on NUMA machines.",Hiago Mayk G. de A. Rocha; Janaina Schwarzrock; Arthur Francisco Lorenzon; Antonio Carlos Schneider Beck,https://doi.org/10.1145/3489517.3530581,top,C,no_arxiv,0
2021,DAC,"Synergically Rebalancing Parallel Execution via DCT and Turbo Boosting.",Sandro M. Marques; Thiarles S. Medeiros; Fábio Diniz Rossi; Marcelo Caggiani Luizelli; Antonio Carlos Schneider Beck; Arthur Francisco Lorenzon,https://doi.org/10.1109/DAC18074.2021.9586201,top,C,no_arxiv,0
