2021,Expert Systems Appl.,"What is the best grid-map for self-driving cars localization? An evaluation under diverse types of illumination, traffic, and environment.",Filipe Wall Mutz; Thiago Oliveira-Santos; Avelino Forechi; Karin Satie Komati; Claudine Badue; Felipe M. G. França; Alberto F. De Souza,https://doi.org/10.1016/j.eswa.2021.115077,null,J,no_arxiv,0
2020,Neurocomputing,"Extending the weightless WiSARD classifier for regression.",Leopoldo Lusquino Filho; Luiz F. R. Oliveira; Aluizio Lima Filho; Gabriel P. Guarisa; Lucca M. Felix; Priscila M. V. Lima; Felipe M. G. França,https://doi.org/10.1016/j.neucom.2019.12.134,null,J,no_arxiv,0
2020,Neurocomputing,"Weightless Neural Networks as Memory Segmented Bloom Filters.",Leandro Santiago 0001; Letícia Dias Verona; Fábio Medeiros Rangel; Fabrício Firmino de Faria; Daniel S. Menasché; Wouter Caarls; Maurício Breternitz Jr.; Sandip Kundu; Priscila M. V. Lima; Felipe M. G. França,https://doi.org/10.1016/j.neucom.2020.01.115,null,J,no_arxiv,0
2018,Neurocomputing,"Weightless neuro-symbolic GPS trajectory classification.",Raul Barbosa; Douglas de O. Cardoso; Diego Carvalho 0001; Felipe M. G. França,https://doi.org/10.1016/j.neucom.2017.11.075,null,J,no_arxiv,0
2017,Neural Computing Applications,"Prescription of rhythmic patterns for legged locomotion.",Zhijun Yang; Daqiang Zhang; Marlon Rocha; Priscila M. V. Lima; Mehmet Karamanoglu; Felipe M. G. França,https://doi.org/10.1007/s00521-016-2237-4,null,J,no_arxiv,0
2017,Neural Networks,"A universal multilingual weightless neural network tagger via quantitative linguistics.",Hugo C. C. Carneiro; Carlos Eduardo Pedreira; Felipe M. G. França; Priscila M. V. Lima,https://doi.org/10.1016/j.neunet.2017.04.011,null,J,no_arxiv,0
2016,Neurocomputing,"Weightless neural systems.",Nadia Nedjah; Felipe Maia Galvão França; Massimo De Gregorio; Luiza de Macedo Mourelle,https://doi.org/10.1016/j.neucom.2015.11.064,null,J,no_arxiv,0
2016,Neurocomputing,"Financial credit analysis via a clustering weightless neural classifier.",Douglas de O. Cardoso; Danilo S. Carvalho; Daniel S. F. Alves; Diego Fonseca Pereira de Souza; Hugo C. C. Carneiro; Carlos Eduardo Pedreira; Priscila M. V. Lima; Felipe M. G. França,https://doi.org/10.1016/j.neucom.2015.06.105,null,J,no_arxiv,0
2021,Concurrency and Computation,"Gamma - General Abstract Model for Multiset mAnipulation and dynamic dataflow model: An equivalence study.",Rui R. Mello Jr.; Leandro Santiago de Araújo; Tiago A. O. Alves; Leandro A. J. Marzulo; Gabriel A. L. Paillard; Felipe M. G. França,https://doi.org/10.1002/cpe.6176,null,J,no_arxiv,0
2019,Concurrency and Computation,"DTM@GPU: Characterizing and evaluating trace redundancy in GPU.",Leandro A. J. Marzulo; Alexandre da Costa Sena; Alexandre Solon Nery; Cristiana Bentes; Igor Machado Coelho; Maria Clicia Stelling de Castro; Saulo T. Oliveira; Tiago A. O. Alves; Felipe M. G. França,https://doi.org/10.1002/cpe.4450,null,J,no_arxiv,0
2019,Concurrency and Computation,"DF-DTM: Dynamic Task Memoization and reuse in dataflow.",Leandro Rouberte; Alexandre da Costa Sena; Alexandre Solon Nery; Leandro A. J. Marzulo; Tiago A. O. Alves; Felipe M. G. França,https://doi.org/10.1002/cpe.4937,null,J,no_arxiv,0
2017,Machine Learning,"Weightless neural networks for open set recognition.",Douglas de O. Cardoso; João Gama 0001; Felipe M. G. França,https://doi.org/10.1007/s10994-017-5646-4,null,J,no_arxiv,0
2021,Concurr. & Computation,"Novel parallel processing techniques for IoT-based machine learning applications.",Cristiana Barbosa Bentes; Felipe M. G. França; Leandro Augusto Justen Marzulo; Gabriele Mencagli; Maurício Lima Pilla,https://doi.org/10.1002/cpe.6255,null,J,no_arxiv,0
2021,JETCAS,"Preventing DNN Model IP Theft via Hardware Obfuscation.",Brunno F. Goldstein; Vinay C. Patil; Victor da Cruz Ferreira; Alexandre Solon Nery; Felipe M. G. França; Sandip Kundu,https://doi.org/10.1109/JETCAS.2021.3076151,null,J,no_arxiv,0
2021,Networks,"Optimizing concurrency under Scheduling by Edge Reversal.",Carlos E. Marciano; Gladstone M. Arantes Jr.; Abilio Lucena; Luidi Gelabert Simonetti; Luérbio Faria; Felipe M. G. França,https://doi.org/10.1002/net.22014,null,J,no_arxiv,0
2021,J. Intelligent & Robotic Syst.,"A Rhythmic Activation Mechanism for Soft Multi-legged Robots.",Rafaela Aparecida Garcia Sampaio; Fabrício Lopes e Silva; Cristiano de Souza de Carvalho; Gabriel Matos Araujo; Milena Faria Pinto; Diego Barreto Haddad; Felipe Maia Galvão França,https://doi.org/10.1007/s10846-021-01345-x,null,J,no_arxiv,0
