2024,Neural Computing Applications,"Object modeling through weightless tracking.",Daniel Nascimento; Felipe M. G. França,https://doi.org/10.1007/s00521-024-09601-5,null,J,no_arxiv,0
2023,Neurocomputing,"A conditional branch predictor based on weightless neural networks.",Luis A. Q. Villon; Zachary Susskind; Alan T. L. Bacellar; Igor D. S. Miranda; Leandro Santiago de Araújo; Priscila M. V. Lima; Maurício Breternitz; Lizy K. John; Felipe M. G. França; Diego Leonel Cadette Dutra,https://doi.org/10.1016/j.neucom.2023.126637,null,J,no_arxiv,0
2022,Neurocomputing,"Functional gradient descent for -tuple regression.",Rafael Fontella Katopodis; Priscila M. V. Lima; Felipe M. G. França,https://doi.org/10.1016/j.neucom.2022.05.114,null,J,no_arxiv,0
2021,Expert Systems Appl.,"What is the best grid-map for self-driving cars localization? An evaluation under diverse types of illumination, traffic, and environment.",Filipe Wall Mutz; Thiago Oliveira-Santos; Avelino Forechi; Karin Satie Komati; Claudine Badue; Felipe M. G. França; Alberto F. De Souza,https://doi.org/10.1016/j.eswa.2021.115077,null,J,no_arxiv,0
2020,Neurocomputing,"Extending the weightless WiSARD classifier for regression.",Leopoldo Lusquino Filho; Luiz F. R. Oliveira; Aluizio Lima Filho; Gabriel P. Guarisa; Lucca M. Felix; Priscila M. V. Lima; Felipe M. G. França,https://doi.org/10.1016/j.neucom.2019.12.134,null,J,no_arxiv,0
2020,Neurocomputing,"Weightless Neural Networks as Memory Segmented Bloom Filters.",Leandro Santiago 0001; Letícia Dias Verona; Fábio Medeiros Rangel; Fabrício Firmino de Faria; Daniel S. Menasché; Wouter Caarls; Maurício Breternitz Jr.; Sandip Kundu; Priscila M. V. Lima; Felipe M. G. França,https://doi.org/10.1016/j.neucom.2020.01.115,null,J,no_arxiv,0
2023,ACM TACO,"ULEEN: A Novel Architecture for Ultra-low-energy Edge Neural Networks.",Zachary Susskind; Aman Arora; Igor D. S. Miranda; Alan T. L. Bacellar; Luis A. Q. Villon; Rafael Fontella Katopodis; Leandro Santiago de Araújo; Diego L. C. Dutra; Priscila M. V. Lima; Felipe M. G. França; Maurício Breternitz; Lizy K. John,https://doi.org/10.1145/3629522,top,J,no_arxiv,0
2022,PACT,"Weightless Neural Networks for Efficient Edge Inference.",Zachary Susskind; Aman Arora; Igor D. S. Miranda; Luis Armando Quintanilla Villon; Rafael Fontella Katopodis; Leandro Santiago de Araújo; Diego Leonel Cadette Dutra; Priscila M. V. Lima; Felipe M. G. França; Maurício Breternitz; Lizy K. John,https://doi.org/10.1145/3559009.3569680,null,C,http://arxiv.org/abs/2203.01479v1,0
2021,Concurrency and Computation,"Gamma - General Abstract Model for Multiset mAnipulation and dynamic dataflow model: An equivalence study.",Rui Rodrigues de Mello Junior; Leandro Santiago de Araújo; Tiago A. O. Alves; Leandro A. J. Marzulo; Gabriel A. L. Paillard; Felipe M. G. França,https://doi.org/10.1002/cpe.6176,null,J,no_arxiv,0
2021,Concurr. & Computation,"Novel parallel processing techniques for IoT-based machine learning applications.",Cristiana Barbosa Bentes; Felipe M. G. França; Leandro Augusto Justen Marzulo; Gabriele Mencagli; Maurício Lima Pilla,https://doi.org/10.1002/cpe.6255,null,J,no_arxiv,0
2021,JETCAS,"Preventing DNN Model IP Theft via Hardware Obfuscation.",Brunno F. Goldstein; Vinay C. Patil; Victor da Cruz Ferreira; Alexandre Solon Nery; Felipe M. G. França; Sandip Kundu,https://doi.org/10.1109/JETCAS.2021.3076151,null,J,no_arxiv,0
2021,Networks,"Optimizing concurrency under Scheduling by Edge Reversal.",Carlos E. Marciano; Gladstone M. Arantes Jr.; Abilio Lucena; Luidi Gelabert Simonetti; Luérbio Faria; Felipe M. G. França,https://doi.org/10.1002/net.22014,null,J,no_arxiv,0
2021,J. Intelligent & Robotic Syst.,"A Rhythmic Activation Mechanism for Soft Multi-legged Robots.",Rafaela Aparecida Garcia Sampaio; Fabrício Lopes e Silva; Cristiano de Souza de Carvalho; Gabriel Matos Araujo; Milena Faria Pinto; Diego Barreto Haddad; Felipe Maia Galvão França,https://doi.org/10.1007/s10846-021-01345-x,null,J,no_arxiv,0
